Bedrooms,Bathrooms,Area_sqft,Location_Score,Age_years,Price
2,1,2143,8,38,558404
4,3,2533,6,6,765062
3,3,3768,2,17,809312
2,1,606,5,2,315633
5,1,3683,9,43,986180
1,3,3161,6,45,687457
1,3,948,6,19,387643
3,2,3564,7,33,855312
4,2,1630,5,29,555542
5,3,3147,3,8,849927
3,2,3122,3,9,736181
1,1,1123,5,5,329424
3,2,2475,4,16,640768
5,2,3728,5,14,950691
2,3,1189,9,32,528694
5,2,2880,5,12,823356
2,3,3438,4,41,754913
2,3,3701,4,43,774967
2,3,3014,1,21,632660
3,1,2443,10,15,727310
1,2,655,4,33,252146
3,2,2657,4,2,689047
1,2,2538,9,7,660266
5,3,2794,4,19,816358
4,1,963,7,46,483319
5,3,852,1,23,461343
3,2,3587,7,17,881729
3,3,1876,2,22,524968
1,3,2066,8,0,608952
3,2,1335,1,1,445398
2,3,939,10,4,526349
3,3,1976,3,17,584176
1,1,1223,8,15,389757
1,3,1304,10,9,516986
2,1,922,8,28,402243
1,2,1763,5,34,432117
4,1,3508,5,24,833390
5,3,2574,8,41,835061
3,2,2068,10,23,696839
4,3,2742,5,12,804662
3,3,1152,9,20,570416
4,1,2137,1,41,514517
3,3,1389,5,42,502815
2,1,1773,3,38,410132
1,2,1152,3,33,309729
1,2,715,2,18,242080
2,3,1231,3,27,408335
4,1,3908,7,26,926678
5,3,869,8,49,591421
4,3,1460,8,25,656904
1,3,890,8,10,419488
5,3,2057,1,48,631972
3,1,2656,7,34,674841
5,3,2374,2,19,726714
4,2,1229,10,11,628959
2,1,3511,4,27,693320
3,3,2447,5,1,695587
4,1,1074,1,0,412128
3,3,1136,4,8,471591
5,2,1284,4,21,569413
1,2,2360,9,39,594216
4,2,3682,9,26,960555
2,1,1212,10,8,505641
5,2,3424,1,6,830178
4,3,3998,8,35,1015250
2,3,2553,4,47,590153
4,3,3242,4,37,833901
5,1,2923,5,49,754834
4,1,3017,2,1,736568
3,2,2992,1,42,636818
5,1,3015,5,4,834324
4,3,1934,7,16,690219
1,3,1330,10,36,500452
4,3,2224,9,34,787569
3,1,2108,2,7,538035
2,3,614,8,42,401509
2,2,1357,7,2,499226
2,1,3335,2,2,678128
1,3,603,5,0,314725
3,3,2469,7,23,740083
5,1,1992,3,44,582763
2,1,2088,2,29,436845
3,2,3180,6,41,753837
4,1,1585,10,25,638154
1,3,1760,6,37,492107
3,2,1433,4,42,474100
3,3,3010,1,39,660025
5,3,2598,5,42,793250
3,3,2554,1,37,623187
5,1,1839,8,43,659803
1,1,1991,2,49,378380
1,3,2764,9,2,750495
4,1,1802,9,12,669604
5,3,3917,3,35,961627
5,1,2775,6,40,794989
2,1,1981,9,47,568269
2,1,677,7,11,365537
4,2,3388,4,19,815238
1,1,3964,3,38,679375
2,2,3421,2,43,657627
3,2,681,10,7,491524
1,2,941,10,46,387433
3,3,1961,1,1,550196
5,1,3466,10,10,983791
1,3,3225,1,20,624275
4,2,695,4,36,389001
5,1,3816,4,5,921891
5,3,3224,9,18,993342
3,2,1120,10,29,564922
5,3,1595,1,45,573736
2,3,956,4,38,379628
1,1,785,3,43,226378
2,1,2293,9,48,604707
3,3,3190,5,35,774025
3,1,2798,9,19,765490
1,1,1942,10,9,552363
5,3,2291,6,23,790417
4,1,1682,9,32,615627
3,1,2657,1,28,583051
1,2,3504,4,29,701032
4,1,3795,4,35,836894
5,2,955,10,44,620347
3,3,3441,10,5,944777
1,2,2884,6,46,623081
1,3,2980,10,13,784794
1,1,616,1,2,200194
3,1,923,10,23,507080
4,2,2670,5,18,728374
1,3,1530,3,37,373606
5,1,1058,1,33,419593
1,2,2083,6,8,522869
4,2,3168,3,29,778627
3,2,3366,4,31,782687
1,1,1156,9,12,422424
1,3,2044,2,17,474419
5,1,1002,1,43,410055
5,1,1056,10,21,630060
1,3,2106,6,3,581256
1,2,2121,1,22,444850
5,1,3698,1,6,840424
4,2,3044,7,43,802727
2,2,3859,2,10,761519
2,3,2787,4,38,661985
1,3,3168,4,41,645078
5,3,3393,2,40,866655
3,2,691,6,33,415294
3,2,2724,10,4,831400
2,1,1451,2,41,328855
4,2,1867,8,24,680451
2,3,1444,4,27,472914
1,3,1266,1,13,341642
4,3,2353,7,26,739019
3,3,1558,6,15,590031
5,2,1588,6,26,651719
5,3,1396,3,1,604371
1,1,2285,10,18,607864
2,2,2464,7,22,660384
1,3,687,6,40,330332
5,1,2241,10,13,785959
3,3,3562,10,46,936135
5,2,1917,9,25,741069
4,2,2742,3,7,729221
5,1,3924,3,26,920960
5,2,1150,4,46,498854
4,1,3046,3,39,700363
2,3,3414,4,27,749748
5,2,1677,6,3,673791
1,3,2551,1,37,505484
5,3,2890,2,10,803589
1,2,1733,10,43,546761
4,3,1223,6,23,553198
5,1,1300,6,27,569643
4,1,3892,1,40,803780
4,1,3211,6,17,801062
2,2,761,9,48,413579
5,3,2592,8,20,857177
1,3,2682,10,25,722642
1,3,3613,5,2,796633
5,3,636,4,12,488741
2,1,1445,6,37,437911
2,2,3476,5,27,773033
2,1,3270,6,13,724681
1,1,1800,10,0,553650
4,2,3168,3,27,768240
2,2,3946,7,35,859636
1,1,704,8,49,286451
1,3,2803,5,10,663255
4,2,935,5,42,472996
5,2,3697,4,39,899979
5,1,2557,10,3,856142
2,3,2943,5,33,710008
2,2,2160,10,0,694961
4,1,1485,8,9,622759
2,2,668,5,16,356888
4,3,1950,9,6,739954
1,1,750,1,38,191942
2,1,3504,7,12,799728
1,3,3224,5,21,703220
3,1,1261,4,0,466216
4,3,1943,3,27,597925
3,1,1356,10,32,570728
2,3,3099,7,12,784275
1,2,3217,2,0,631118
2,2,3783,5,37,800043
3,2,3282,2,24,725548
2,1,2085,7,41,536919
5,3,2587,6,20,812283
3,3,3009,10,32,841812
2,2,802,7,36,383916
1,2,3134,9,33,731923
2,2,2103,2,2,517880
1,3,603,9,29,393327
5,2,1752,7,2,721085
2,1,3697,2,17,719564
5,2,3448,10,22,1006414
3,2,1576,2,7,488792
1,3,626,4,8,319130
3,1,1665,2,1,468097
1,3,1564,1,1,379516
5,1,2711,6,26,770820
4,1,3696,10,47,930135
2,2,671,5,38,334998
5,2,2105,3,35,657289
1,3,2496,1,4,522942
1,3,3547,9,0,865120
1,3,2915,8,21,718517
1,1,2742,6,9,583076
2,3,994,6,44,395723
3,1,1468,4,23,471427
4,1,3011,2,14,707420
2,1,3986,4,32,795698
1,1,716,2,49,173123
2,1,2811,7,22,687193
5,2,3524,9,13,1010655
1,1,3437,2,17,629877
4,1,1176,9,24,576229
1,2,2953,9,21,725005
4,2,1371,8,43,592414
4,2,799,1,43,360468
3,3,2355,5,36,659969
3,3,779,10,6,564761
2,1,3005,4,25,655062
2,1,3387,7,23,744665
4,1,3923,8,12,962332
1,1,3970,10,40,828696
5,2,2643,8,5,855359
5,3,2496,2,20,741492
1,2,3077,3,6,627223
1,3,3675,10,17,874091
3,2,1252,10,14,599312
5,1,1277,7,7,603287
4,3,2901,4,15,788182
2,1,3588,6,48,754647
3,3,2288,8,2,753261
5,3,2202,8,44,780989
1,1,1719,7,8,487620
5,1,2814,2,46,697814
4,1,1564,2,25,463566
3,2,2511,3,25,633167
1,3,3501,4,29,713387
4,3,1685,1,26,523085
2,3,773,5,15,390740
3,1,1876,7,47,559995
4,3,1223,10,3,663635
4,3,1838,5,18,637476
1,1,3910,7,33,791179
2,1,3062,5,5,675106
4,3,1338,10,44,644955
3,2,1274,8,14,544110
4,1,2773,7,9,793925
5,2,3588,1,41,811966
3,2,2900,1,35,637754
3,2,2573,5,45,639167
4,2,2844,2,39,703416
1,1,2257,9,5,601611
3,3,1012,2,43,377708
5,3,2079,9,39,780517
1,1,3423,10,5,807943
1,1,3725,2,14,664867
1,2,1982,4,28,470478
3,2,3822,3,24,803764
1,1,1723,6,18,422295
4,3,833,4,13,474379
1,2,1685,9,2,544769
5,1,2843,9,49,852976
2,1,3189,10,41,764264
5,1,2378,9,45,766862
3,2,1729,3,13,520675
1,1,2942,3,38,542562
1,3,1244,4,38,352004
4,1,2157,9,20,718563
1,2,2803,6,10,647878
5,3,1005,9,49,606818
3,3,3543,8,9,912679
2,1,3373,7,14,765428
1,1,3385,5,29,650658
2,3,3444,9,43,847148
1,1,2306,4,16,495361
3,2,3201,4,28,725164
5,3,974,8,16,647042
3,1,2212,4,32,564684
2,3,1054,7,37,434204
1,1,801,4,20,259471
2,1,2355,1,46,451267
5,2,2075,10,13,800313
3,1,3858,9,9,927034
2,1,1453,4,41,371515
2,1,1323,3,22,380756
5,2,1991,3,38,623875
1,1,2987,9,38,674371
2,1,861,8,13,416773
5,1,1142,10,46,612927
1,3,1150,7,21,439210
1,2,1929,7,40,499098
3,3,2469,4,27,661849
5,2,1237,3,46,490396
1,2,764,4,8,308992
3,3,3405,6,22,861100
4,2,1220,4,6,511582
5,2,3759,4,23,947687
4,3,1823,2,42,565481
1,1,3942,7,36,782137
5,2,650,6,8,506411
3,3,1088,2,37,414748
1,2,2845,5,6,632240
5,3,1646,6,22,691597
5,1,1264,5,24,549225
4,2,1846,4,45,564812
1,1,2565,9,21,613228
3,1,1844,3,42,487425
3,3,3310,2,6,760376
1,2,865,9,5,434387
1,2,672,8,35,331971
2,2,2724,9,45,684904
4,2,3191,10,21,918337
1,2,1480,3,34,344003
1,3,1034,1,48,263896
2,2,2628,1,46,513336
2,1,1688,3,32,393977
5,1,2584,4,20,708339
3,2,956,2,10,392490
4,3,1535,8,12,675074
5,3,617,3,2,499208
1,2,3323,4,12,662071
2,1,2189,6,49,541175
3,2,3222,10,40,857491
5,2,2392,6,33,748167
3,2,3398,2,27,735416
2,3,1595,6,39,491753
5,3,1632,4,33,612627
5,1,2093,5,31,662565
3,1,3279,7,22,784939
2,2,2225,7,23,600559
1,1,3019,6,0,646205
5,2,3617,10,23,1031786
1,1,2447,6,2,558997
2,2,3846,6,16,845985
5,3,2138,4,6,720332
5,2,1753,3,9,612836
1,3,1916,1,18,429800
4,3,2319,3,23,684642
1,1,2550,3,8,524550
1,1,3000,9,49,663008
4,3,823,3,14,455732
2,2,2626,8,48,651423
2,2,2147,8,21,610488
5,1,3601,3,16,863141
3,2,3015,10,18,857009
3,2,2289,10,8,725637
5,2,2123,6,37,707246
3,3,1713,8,18,623482
1,3,3303,8,7,801658
1,2,2572,10,5,692796
4,1,1695,10,48,621135
4,2,1032,9,37,559276
5,1,1971,9,44,725686
5,3,1886,8,20,749764
5,2,1894,7,28,700665
1,2,1108,10,33,450288
3,1,1107,3,11,375235
5,1,1216,7,38,565041
5,2,1019,4,31,519696
1,2,1695,2,5,395598
1,1,673,8,16,341261
1,3,2278,2,31,508354
3,1,3221,1,7,683788
5,2,745,5,37,502158
2,3,2693,10,28,773104
2,3,2364,9,30,708512
5,3,3776,5,18,988948
5,3,1732,2,8,642812
5,2,3988,10,27,1061834
5,3,720,4,47,468577
3,1,1666,8,49,538587
2,1,2563,7,38,613366
4,1,2746,5,39,713204
2,2,1305,4,30,404831
2,3,2958,5,18,726320
1,1,1837,7,32,444502
5,1,3070,5,25,831073
5,1,3783,8,44,967420
5,3,2534,7,0,879650
1,1,2482,7,10,591399
3,3,2919,9,1,864248
3,3,3472,8,34,892355
4,3,1725,8,12,714730
3,2,809,6,38,397480
3,2,1338,7,33,522026
5,3,3440,8,33,966386
2,3,1645,5,34,509749
3,2,3407,10,31,886199
3,2,758,2,44,331286
1,3,1340,7,11,463294
4,2,2553,10,32,801677
1,1,2990,3,17,557590
5,3,2023,10,4,824945
2,3,1298,8,18,535725
4,2,3814,6,30,914247
1,1,2473,4,26,488502
3,2,3044,2,41,662962
3,1,3183,7,37,779765
4,1,740,1,49,313897
3,3,3608,7,14,912178
1,1,839,10,45,351846
1,3,891,10,47,424548
3,1,3464,7,3,826339
3,3,681,10,18,520927
5,1,3207,3,20,794347
2,2,3517,4,39,710293
4,1,2818,4,0,726236
1,2,2397,4,19,515986
4,1,1576,9,21,635989
5,1,1179,6,12,545271
1,3,3173,10,40,795134
5,1,3189,9,0,925158
5,1,2757,4,14,777031
3,1,3883,7,14,904395
4,2,2399,10,13,823394
4,3,2061,9,4,775924
3,3,921,10,48,533262
4,1,3547,3,5,820644
3,1,1313,3,40,401719
1,2,2731,6,30,602248
5,1,3603,8,25,964741
5,3,3023,1,24,798044
4,3,3724,4,48,875580
2,2,2490,8,38,662905
5,2,1879,6,39,690669
3,3,3233,2,14,769829
2,2,3891,8,5,883041
2,1,2278,1,0,496513
5,1,2747,1,40,672154
5,2,2776,7,6,860793
5,3,1517,10,3,749455
3,2,2866,3,0,715004
2,3,3124,8,40,795285
4,2,2406,9,1,781014
3,2,2669,8,47,730145
1,2,1159,1,33,263860
5,1,1228,1,34,469008
2,1,3666,6,45,742867
3,3,1952,1,12,542837
1,2,2511,8,16,644563
3,1,2408,6,9,633827
3,2,2986,5,2,745950
4,3,2495,6,3,770924
4,1,2826,4,24,712045
3,3,3068,1,36,678464
1,1,1606,7,42,426668
2,2,648,10,37,421904
2,3,2450,9,28,721461
5,1,2529,4,0,735109
5,1,3414,4,29,828604
2,2,2677,9,38,714333
3,3,2732,4,9,730619
3,3,3436,10,28,929261
4,3,2125,4,43,661090
4,2,2169,8,31,716639
5,1,928,4,43,460021
2,1,3257,9,0,790821
3,3,1033,8,40,502143
2,1,1187,5,16,407566
1,3,2310,9,11,668207
2,2,2476,8,1,708573
1,2,1872,10,8,571821
4,2,2475,4,11,689290
4,3,3805,4,24,904649
5,1,3337,1,35,785299
2,2,2645,4,43,600302
2,3,2198,8,49,615044
1,3,3072,5,34,660202
4,2,3417,6,21,858753
1,2,1111,4,32,317968
4,2,2008,5,49,597640
1,1,2011,10,20,544542
4,1,2438,8,39,716708
1,3,1611,9,21,527337
4,2,2072,3,27,607607
1,2,1163,10,3,500522
2,1,902,4,25,315689
5,2,2746,1,22,730052
1,3,1929,5,47,499572
5,2,3204,4,48,828475
2,1,2689,6,22,641902
2,3,3638,6,40,830639
4,3,3115,10,7,959189
5,2,3087,6,31,850519
3,3,2974,3,38,705507
4,2,3216,7,43,824021
5,2,2623,3,0,756355
1,1,2680,6,29,578775
1,3,1011,10,27,462751
2,2,2249,1,16,514387
3,2,3459,8,22,865854
1,2,3785,7,37,786712
5,3,1107,9,23,648276
5,3,655,3,21,462503
1,3,2347,8,4,636776
5,2,3193,2,24,820116
5,3,3941,9,6,1108729
2,2,795,1,21,279266
3,3,3060,10,43,867950
2,3,3284,7,36,796335
3,2,3750,10,33,919522
5,3,2390,1,35,696019
3,2,2280,6,48,605286
5,3,1706,1,39,560760
5,3,3389,4,19,899624
2,3,2784,7,36,702326
2,3,1138,2,16,393982
4,1,1288,3,3,489977
1,2,1318,4,49,344616
4,1,3580,6,17,864290
4,3,905,9,27,561127
3,3,1934,4,49,565871
5,2,987,6,15,570087
5,2,1324,7,42,596296
5,2,2639,4,7,797010
1,2,2489,6,43,562152
3,3,1514,3,17,509402
3,2,3196,5,49,745846
5,1,3153,10,28,935810
4,2,3035,4,39,761010
1,2,2940,7,15,665881
4,1,778,6,29,435296
2,1,3319,7,48,711687
3,1,2503,6,33,661442
3,1,2304,2,29,525289
4,2,3983,7,20,959015
1,1,679,8,21,325643
3,3,3685,7,46,871370
4,2,3725,4,24,880687
1,3,1046,4,21,353789
4,2,1365,5,27,540456
1,2,1688,9,38,510572
5,3,1995,5,32,692206
1,1,3150,2,1,611033
2,1,1169,5,3,394261
5,3,695,3,15,484946
4,1,2156,10,11,729070
5,2,1883,8,16,749141
5,2,3232,10,35,963273
4,2,847,10,15,573395
4,1,2774,2,38,653708
2,1,3146,4,22,675852
4,3,2693,5,7,805466
3,2,1581,4,8,509436
3,3,867,5,13,474743
2,1,2263,10,8,654550
1,3,2165,4,46,495622
1,1,2741,3,25,529799
3,2,1335,1,35,401660
4,2,3987,4,2,954095
2,1,3259,9,9,792956
1,1,2718,1,24,476125
1,1,3240,7,3,711031
5,2,1048,3,29,484633
3,1,2533,8,49,665350
4,2,2435,6,10,723191
2,3,1219,1,18,374503
1,2,1213,10,49,442933
5,3,2033,5,12,729210
3,2,2738,8,35,747740
3,2,2132,3,2,601841
2,1,1476,4,47,364938
1,2,3175,7,13,697462
2,1,1733,6,9,500273
2,1,1374,7,37,446290
5,1,1271,9,39,624903
3,2,3412,9,26,873570
4,1,3760,2,23,824551
3,3,2230,3,15,610751
3,3,3943,4,9,918142
5,2,3918,6,26,995853
4,1,2647,5,6,723046
1,3,960,6,27,389155
4,2,3025,8,25,857835
1,2,3877,2,17,702611
4,2,2992,6,12,833100
2,2,1397,9,7,546958
4,2,2383,5,26,708742
5,1,3102,1,13,750488
1,1,3555,8,40,736029
3,1,666,4,43,322574
5,1,3634,8,5,984787
1,2,2181,4,19,502364
1,2,3626,8,27,767869
3,3,2690,9,22,799517
2,3,2876,5,11,711646
5,1,2574,5,23,756786
3,2,2436,2,43,568951
3,3,833,9,21,523655
2,3,1822,4,25,526779
5,3,3144,3,21,857436
3,3,3495,2,6,794052
2,1,1655,3,14,415281
5,2,3935,4,47,934771
4,1,2760,9,29,796358
1,3,1572,6,3,498133
2,3,2453,10,5,770501
1,2,1058,5,47,338961
4,2,3947,9,46,968023
3,1,1769,8,1,595250
3,2,1980,6,30,596460
5,1,605,3,23,414245
2,1,3639,7,34,764056
2,3,1093,10,46,488036
5,1,3779,6,30,926808
1,3,2718,8,24,675083
3,1,1538,6,7,542783
3,1,1963,10,11,647127
2,2,3321,4,1,742407
2,2,3771,10,14,906220
5,3,3998,7,39,1028345
4,2,1656,7,31,610184
1,1,742,8,10,348345
4,3,3915,2,16,889576
4,3,1335,6,20,599236
2,3,3373,3,21,753930
2,1,2303,8,32,593887
2,2,2484,4,28,604328
4,3,2864,4,14,794282
1,1,2524,2,20,471756
2,2,3081,6,1,748927
3,2,2490,6,41,667810
1,3,3481,1,37,645005
3,1,3725,8,2,882189
1,2,3367,3,24,667083
2,1,1541,1,12,351118
5,2,2215,10,23,839109
2,3,3554,1,30,707039
4,3,2515,1,14,687242
4,2,2568,5,5,754155
1,1,3642,5,40,701176
4,2,3822,1,9,840011
2,1,654,5,8,321504
3,2,2071,7,49,618758
2,3,1658,5,40,508003
1,1,3508,9,49,740782
4,3,1606,4,40,576035
3,1,3790,9,4,942905
5,2,1820,8,44,704021
3,3,1165,1,43,373058
3,3,1370,4,40,499684
2,1,2397,7,18,609839
5,1,2478,1,19,663182
1,1,1477,8,32,433234
1,3,3471,2,42,646432
3,2,1113,8,36,519820
3,1,2217,4,30,562612
4,2,3509,8,38,914479
5,1,1021,1,12,450866
3,2,2575,5,37,645280
4,1,1116,9,44,549170
5,2,2632,7,5,855133
1,3,3810,3,46,708083
4,1,1304,4,7,489411
5,1,2273,10,42,781185
4,3,3456,7,9,943281
3,1,2691,6,40,647568
2,1,1457,4,3,419419
1,3,3448,3,13,690711
3,3,818,2,3,393816
3,2,1167,10,23,578031
5,3,2377,9,46,814437
4,3,3555,3,20,844472
1,1,857,7,9,325296
3,3,2136,1,45,534891
5,1,1560,8,24,648897
1,3,2000,1,5,456236
4,3,1492,2,15,533232
3,2,2936,1,43,635414
3,3,1571,4,27,524825
3,3,702,2,35,335283
1,1,3451,1,32,576039
1,1,3820,1,29,644522
1,2,1707,2,35,368754
1,3,2555,6,24,618000
5,1,1649,2,12,537885
2,3,3846,2,38,771573
5,2,2358,8,14,802106
3,1,2045,5,37,562248
5,1,2277,8,29,746003
4,2,2949,8,13,850119
1,3,1921,2,49,432142
4,1,3806,7,3,947465
4,1,1678,9,0,644500
3,2,655,8,2,447530
1,2,1614,9,44,501389
4,2,3021,8,49,822152
3,3,1430,4,35,509334
1,3,1519,10,3,556724
2,3,1056,7,42,444385
3,2,731,9,13,468956
5,1,1092,9,24,587622
1,3,2177,4,38,516953
4,2,2487,7,2,751992
4,3,2757,6,6,834249
5,1,1181,3,7,516931
5,1,1395,10,43,662767
4,2,3797,6,6,948386
1,1,2483,8,47,550190
3,2,3967,2,24,817423
5,2,1802,3,16,616719
5,2,2548,8,25,823991
5,2,1409,4,3,583622
2,1,3533,4,48,686567
1,1,3868,2,17,671958
1,1,1372,10,3,477903
1,1,1724,1,16,335573
1,2,3584,7,46,756347
1,2,1172,4,16,356328
4,1,1806,6,44,579448
5,3,1408,8,24,693782
4,3,1478,7,2,649922
2,3,3680,7,11,890908
3,1,3060,6,26,726476
5,2,2341,4,16,707465
2,2,1429,4,21,418106
4,3,3213,9,38,933514
3,3,2315,5,38,643564
2,2,2751,9,42,690682
3,3,1749,9,47,629883
2,3,2169,4,35,548873
4,2,1276,2,15,477365
3,3,1544,2,36,459815
2,3,2433,9,28,703491
4,1,2917,9,13,835879
5,3,3113,3,6,860022
4,1,1400,5,40,505268
4,2,1741,5,27,611962
5,1,1715,2,12,573709
4,2,2235,2,15,631723
5,1,3652,10,20,995646
5,1,2631,1,3,709803
5,1,2108,2,38,613066
2,3,1710,7,34,537954
3,3,833,1,14,375659
2,3,1512,1,25,422500
5,3,1747,9,45,751945
3,3,1826,2,6,557578
3,1,1655,4,17,506403
5,3,3004,3,24,838954
3,2,3611,4,36,783412
3,1,2174,7,20,626681
2,1,693,10,7,411376
3,2,2145,2,19,561797
5,3,2350,2,17,696974
1,2,3771,9,18,830701
1,1,2891,6,2,617639
1,1,657,7,37,270790
5,1,3612,5,17,914595
1,2,2967,5,26,647325
2,3,1642,4,14,488082
5,1,956,8,45,537162
5,3,2764,7,20,879837
5,1,1759,10,21,715496
3,3,895,2,7,394543
3,2,1124,2,10,423968
3,1,1724,6,42,514709
4,1,3826,1,11,807232
2,1,2217,7,47,574371
5,2,2223,8,38,776609
5,2,1728,10,26,756684
3,3,2265,8,34,705546
5,2,2149,3,1,676673
5,1,3799,7,34,964448
1,3,1000,1,30,280464
5,2,2195,3,7,683504
4,3,2589,6,19,790902
3,3,3386,9,7,936028
2,3,1128,5,3,462909
2,1,3204,5,30,662546
1,1,3197,9,31,692062
2,2,3795,9,12,885368
2,1,3007,6,21,661401
3,3,663,5,25,413909
3,3,3412,10,16,936088
4,1,3421,2,28,745689
1,3,3271,8,26,761561
2,1,701,8,21,364995
4,3,3208,7,17,885366
1,2,3948,8,4,851667
2,2,3898,3,11,789493
2,1,3694,3,1,745131
3,1,3491,2,41,704194
5,1,3735,1,6,872503
1,1,1780,3,46,370761
2,1,2418,3,25,510979
1,3,2013,7,38,547066
4,2,3820,10,14,1012018
4,3,3486,9,47,941640
5,2,3328,1,32,797520
2,3,3292,8,46,811612
3,3,998,1,2,402182
2,3,1004,3,41,343039
1,1,3473,4,47,630646
4,2,3803,8,1,985398
1,1,3868,1,16,646090
5,1,3294,2,0,807859
4,3,2682,5,35,757905
3,2,3067,6,42,740242
4,2,976,5,16,493762
2,2,819,3,1,346921
2,2,2521,10,32,688178
4,1,3344,7,28,850268
5,1,2140,1,5,611690
2,2,2206,2,42,498482
2,1,2989,9,35,706257
3,2,1352,4,23,482539
4,1,2486,8,10,736043
2,3,3063,9,4,814369
5,3,3968,7,29,1047974
1,2,3585,1,9,646324
4,2,3654,5,36,861406
3,1,1279,6,26,447527
2,2,1347,8,26,510861
5,2,3453,10,23,992631
4,1,1921,8,2,684690
5,2,2959,9,37,908564
5,2,2366,9,25,803014
3,3,654,4,44,358953
4,3,1293,6,47,564369
2,3,1133,3,38,389412
3,2,2418,1,17,586805
2,1,704,6,2,340199
1,3,3846,1,37,709346
5,2,2941,9,41,872491
1,3,3527,6,47,739543
5,1,3198,1,24,762917
3,1,1510,3,12,457356
2,1,3022,1,24,566708
2,1,1049,2,23,320191
3,1,2068,6,40,571954
4,1,3731,7,15,932963
1,2,2015,1,42,371165
1,3,1411,10,40,508295
2,1,989,5,41,355632
2,3,1835,6,10,591058
2,3,3314,4,20,732003
3,2,2308,6,30,665209
4,1,3911,5,14,905971
1,1,2344,7,44,542340
5,2,1745,4,48,618692
3,2,3924,1,35,784874
1,2,2788,2,42,534661
4,2,2075,6,0,710740
3,2,3521,10,27,914848
1,3,2455,2,32,505281
3,2,3824,5,2,889489
1,1,2349,4,14,506574
1,1,3979,7,32,781781
4,2,2183,4,31,628308
5,2,3988,7,22,1028313
4,2,1919,8,25,692358
1,2,1442,7,47,437620
3,2,2204,2,16,548476
4,1,3244,1,8,730865
5,3,1905,5,4,738309
1,2,3879,7,28,803105
4,2,1551,1,5,488224
4,2,1151,8,46,527751
4,1,2604,3,40,638359
4,1,1719,7,34,603352
3,3,2621,3,20,691152
5,3,3020,4,44,829332
5,3,3295,8,44,944066
1,3,1696,2,22,399274
2,1,2436,6,34,575719
3,3,2408,10,45,756388
1,2,2304,9,1,635448
1,1,2980,10,41,704613
4,1,3040,9,8,874499
2,1,3777,5,12,788459
2,2,1724,3,42,437381
3,1,1982,6,33,568571
2,2,2370,9,15,692136
1,3,2241,6,4,575900
2,1,3042,4,0,659424
2,2,634,5,39,330167
5,1,2804,7,21,827241
1,3,1503,10,47,515720
2,1,3944,3,45,742734
2,3,3614,9,25,879099
4,1,995,1,33,377356
2,2,806,8,49,393174
2,3,2380,5,20,646770
5,1,2228,10,6,811185
1,3,3268,9,24,771727
3,3,1929,2,11,558191
1,2,2249,1,30,441291
4,2,2159,10,46,753916
1,2,1404,7,26,426190
2,2,3109,10,21,815772
4,3,851,9,33,546806
1,3,1890,5,16,498115
4,1,3514,4,10,809894
3,1,808,4,28,364304
1,1,1554,8,33,457111
2,2,3186,1,36,625110
4,3,2627,1,48,639092
5,3,1434,8,47,671179
4,1,3150,2,25,704392
5,1,1555,10,44,653341
2,3,1113,6,44,432568
3,2,1179,2,44,396053
5,1,2537,5,31,741071
3,1,1771,3,36,475683
4,3,2597,7,4,830690
2,3,3487,9,19,864446
5,1,2265,2,6,665607
4,1,3633,7,42,885829
1,2,2730,8,22,673302
4,2,3713,10,0,1035292
3,2,2803,8,38,738338
2,2,3100,7,2,752288
2,1,2242,4,44,487349
4,1,3955,4,2,907122
1,1,1811,10,5,543991
3,2,1216,9,30,543615
4,1,3271,10,26,879618
4,3,2097,9,28,765212
2,2,1106,5,14,411050
3,3,3804,7,35,935193
1,2,1894,7,4,510767
2,1,1221,9,2,504432
4,2,3744,7,24,954657
2,3,2551,8,31,709249
2,2,2059,7,20,602429
5,3,892,4,47,508891
2,1,1254,2,16,344556
2,3,3584,3,8,765349
3,1,3404,7,25,803462
2,3,3643,9,21,897652
1,1,3314,2,40,582707
4,3,2707,7,45,774119
3,1,2221,4,22,569839
2,1,2974,7,10,709692
1,1,3853,5,9,752204
4,3,3446,7,22,938932
3,3,1384,6,4,550334
1,1,1366,2,25,310532
2,2,1118,7,3,464990
5,1,3285,5,42,825389
5,2,2730,9,26,863999
3,1,627,1,37,237715
1,3,865,1,33,251616
4,2,1906,2,2,567557
1,3,3044,8,49,708132
5,2,3609,9,31,994302
3,2,3410,7,25,846686
2,2,1579,1,17,386753
1,2,2323,7,6,610517
5,3,1410,8,44,663715
4,2,1180,7,12,572426
3,1,3990,5,5,886985
2,1,2461,7,34,588070
1,2,1210,10,30,474922
4,3,792,2,41,413507
2,3,2874,9,36,751428
5,2,1050,2,42,473298
5,3,1805,2,3,664329
4,3,1531,5,41,591286
5,3,1950,8,3,783937
3,2,2228,6,44,606311
4,1,3302,9,7,889219
5,1,802,6,37,480765
1,1,1001,5,10,312525
5,1,2627,1,1,700667
3,1,2267,8,17,648413
2,3,3119,3,17,691383
2,3,2269,2,21,532551
5,3,1489,7,11,679348
2,2,778,2,16,307363
5,3,2321,1,16,710249
3,1,2579,2,35,568524
2,3,3689,6,28,822310
1,1,3110,2,48,557006
5,3,3482,1,15,850723
2,1,3256,1,40,589758
3,3,2169,4,10,618849
3,1,1525,8,43,530307
1,1,2026,6,42,466088
3,2,2644,4,44,644552
